level_id,source_file,offset,save_idx,category,object,friendly_name,level_region,sub_region,can_softlock,zone,x,y,z,track_type,is_tracked,is_verified,notes
ah4fogom,quest.rsc,0x077A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,1,-2698.55,0,5250.44,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x077A,332,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,2,8905.9,128,-918.1,0x0002,TRUE,TRUE,
as3schis,quest.rsc,0x077A,287,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cathedral of Pain,GAD2_WALK,NULL,3,-4665.34,127.99,15236.83,0x0002,TRUE,TRUE,
ah2playr,quest.rsc,0x07C2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-11195.87,512,-4801.56,0x0020,FALSE,TRUE,
as4dkeng,quest.rsc,0x07C2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,7666.06,1792,-17412.04,0x0021,FALSE,TRUE,
ah3lavad,quest.rsc,0x07C2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,2,24786.18,896.02,13647.38,0x0020,FALSE,FALSE,? INVIS ?
ah4fogom,quest.rsc,0x07C2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,1,-2698.15,0,5355.06,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x07C2,333,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,2,8859.25,128,-1123.26,0x0002,TRUE,TRUE,
as3schis,quest.rsc,0x07C2,288,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cathedral of Pain,GAD2_WALK,NULL,3,1848.59,127.99,15220.83,0x0002,TRUE,TRUE,
ah1cagew,quest.rsc,0x080A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,2,8363.57,767.97,-1516.64,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x080A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-11066.63,0,-7393.12,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x080A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,6008.27,896,-15223.83,0x0022,FALSE,TRUE,
ah4fogom,quest.rsc,0x080A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,1,-2569.36,896.01,5211.49,0x0020,FALSE,TRUE,
as3schis,quest.rsc,0x080A,129,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cathedral of Pain,GAD2_WALK,NULL,3,1855.08,127.99,14199.93,0x0002,TRUE,TRUE,
ah1cagew,quest.rsc,0x0852,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,2,8759.27,128,-1291.07,0x0021,FALSE,TRUE,
as3schis,quest.rsc,0x0852,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,3,-158.47,255.98,15922.94,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0852,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-11069.92,0,-7501.85,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x0852,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,6666.41,896,-15238.19,0x0022,FALSE,TRUE,
ah4fogom,quest.rsc,0x0852,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,1,-2995.7,896.01,7428.69,0x0020,FALSE,TRUE,
asylum,quest.rsc,0x0852,245,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Gateways,ENG_KEY,NULL,3,4114.52,1.61,6868.33,0x0002,TRUE,TRUE,
ah2playr,quest.rsc,0x089A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-9072.35,512,-4784.88,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x089A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,6623.13,896,-15129.69,0x0022,FALSE,TRUE,
ah4fogom,quest.rsc,0x089A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,ENG_KEY,NULL,2,-5611.31,896.01,4814.85,0x0021,FALSE,TRUE,
asylum,quest.rsc,0x089A,246,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Gateways,ENG_KEY,NULL,3,3209.13,2.47,6868.33,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x08E2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,3,2857.97,5.97,7434.39,0x0021,FALSE,TRUE,
as2exper,quest.rsc,0x08E2,0,cadeaux,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,TRUE,1,-5255.68,-768,-3978.83,0x0002,FALSE,TRUE,
as3schis,quest.rsc,0x08E2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,4,-690.72,2559.99,12851.81,0x0020,FALSE,TRUE,
ah2playr,quest.rsc,0x08E2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-8986.9,512,-4785.03,0x0021,FALSE,FALSE,? INVIS & ENG_KEY ?
as4dkeng,quest.rsc,0x08E2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,7003.66,1024,-21143.49,0x0022,FALSE,TRUE,
ah3lavad,quest.rsc,0x08E2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,GAD3_SWIM,NULL,3,24173.93,1919.99,16947.2,0x0020,FALSE,TRUE,
ah4fogom,quest.rsc,0x08E2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,ENG_KEY,NULL,2,-3087.19,896.01,4811.89,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x08E2,334,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,3,8161.71,149.38,4708.06,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,3,4470.79,2.44,7425.39,0x0020,FALSE,TRUE,
as2exper,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY,NULL,1,-6031.22,383.53,-2285.49,0x0020,FALSE,TRUE,
as3schis,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,4,-692.14,2559.99,12960.4,0x0022,FALSE,TRUE,
ah2playr,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-9166.16,512,-4787.75,0x0021,FALSE,FALSE,? INVIS & ENG_KEY ?
as4dkeng,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,5689.16,1024,-21129.4,0x0021,FALSE,TRUE,
ah3lavad,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,27116.86,2176,19850.8,0x0021,FALSE,TRUE,
ah4fogom,quest.rsc,0x092A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-5612.07,-132.71,2167.31,0x0020,FALSE,TRUE,
ah1cagew,quest.rsc,0x092A,335,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,3,8156.58,149.38,5022.23,0x0002,TRUE,TRUE,
ah1cagew,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,9308.27,127.99,9747.19,0x0021,FALSE,TRUE,
as2exper,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY,NULL,1,-5611.74,422.61,-3868.04,0x0000,FALSE,TRUE,
as3schis,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,4,-2116.35,2304,13366.18,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,5497.83,1792,-14490.22,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-11055.23,512,-4801.56,0x0020,FALSE,FALSE,? INVIS & ENG_KEY ?
ah3lavad,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,24568.07,2176,17571.32,0x0020,FALSE,TRUE,
ah4fogom,quest.rsc,0x0972,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-5504.59,-138.24,2220.64,0x0022,FALSE,TRUE,
ah1cagew,quest.rsc,0x09BA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,9407.89,127.99,9744.42,0x0021,FALSE,TRUE,
as2exper,quest.rsc,0x09BA,0,cadeaux,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY,TRUE,1,-5636.47,383.53,-3823.3,0x0002,FALSE,TRUE,
as3schis,quest.rsc,0x09BA,0,cadeaux,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,TRUE,4,-2117.26,2559.81,12868.25,0x0002,FALSE,TRUE,
as4dkeng,quest.rsc,0x09BA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Queens,N,NULL,4,5637.49,1792,-14485.41,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x09BA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,2,-8888.92,0,-6361.18,0x0020,FALSE,FALSE,? INVIS & ENG_KEY ?
ah3lavad,quest.rsc,0x09BA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,26992.94,2176,19763.73,0x0020,FALSE,TRUE,
ah4fogom,quest.rsc,0x09BA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-5609.96,-150.95,2291.05,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0A02,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,8828.76,128,7926.2,0x0022,FALSE,TRUE,
as2exper,quest.rsc,0x0A02,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,1,1123.57,-768,-9609.26,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x0A02,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,19593.85,384,-6495.54,0x0020,FALSE,TRUE,
ah3lavad,quest.rsc,0x0A02,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,24814.31,2176,16147.43,0x0022,FALSE,TRUE,
ah4fogom,quest.rsc,0x0A02,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-3451.28,-128,2352.61,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0A4A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,8818.71,128,8454.98,0x0020,FALSE,TRUE,
as2exper,quest.rsc,0x0A4A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,1,-1266.61,-768,-5621.4,0x0020,FALSE,TRUE,
as3schis,quest.rsc,0x0A4A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,5,3054.77,2815.99,15986.3,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x0A4A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,19594.08,384,-6375.15,0x0020,FALSE,TRUE,
ah3lavad,quest.rsc,0x0A4A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,24756.7,2176,16264.89,0x0022,FALSE,TRUE,
ah4fogom,quest.rsc,0x0A4A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-3394.25,-128,2534.36,0x0021,FALSE,TRUE,
asylum,quest.rsc,0x0A4A,224,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Gateways,GAD2_WALK,NULL,4,8854.58,-544,6708.5,0x0002,TRUE,TRUE,
as2exper,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,1,1215.97,-768,-9609.26,0x0021,FALSE,TRUE,
as3schis,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,5,3056,2815.99,17131.79,0x0020,FALSE,TRUE,
as4dkeng,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,18977.29,384,-6361.64,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,8886.22,128,8585.2,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-7214.19,1408.02,-4686.13,0x0020,FALSE,FALSE,? INVIS & ENG_KEY ?
ah3lavad,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,28349.07,2176,15155.13,0x0021,FALSE,TRUE,
ah4fogom,quest.rsc,0x0A92,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-3522.58,-128,2501.52,0x0020,FALSE,TRUE,
asylum,quest.rsc,0x0A92,225,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Gateways,GAD2_WALK,NULL,4,8745.07,-544,6709.81,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x0ADA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,5,6361.73,-512,9992.21,0x0020,FALSE,TRUE,
as2exper,quest.rsc,0x0ADA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,1,-3215.61,-1280,-9226.56,0x0021,FALSE,TRUE,
as3schis,quest.rsc,0x0ADA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,5,5364.72,2816.79,17544.21,0x0020,FALSE,TRUE,
as4dkeng,quest.rsc,0x0ADA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,18899.71,384,-6291.21,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0ADA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-7119.71,1408.02,-4685,0x0020,FALSE,TRUE,
ah3lavad,quest.rsc,0x0ADA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,28208.03,2176,15196.23,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0ADA,336,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,4,8875.62,127.99,8024.57,0x0002,TRUE,TRUE,
ah4fogom,quest.rsc,0x0ADA,491,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: The Fogometers,ENG_KEY,NULL,2,-3573.85,768.01,1845.95,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x0B22,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,5,6355.97,-512,10092.82,0x0020,FALSE,TRUE,
as2exper,quest.rsc,0x0B22,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,ENG_KEY & GAD2_WALK,NULL,1,-3215.61,-1280,-9338.49,0x0020,FALSE,TRUE,
as3schis,quest.rsc,0x0B22,0,cadeaux,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,TRUE,5,5362.59,2815.99,15582.47,0x0002,FALSE,TRUE,
as4dkeng,quest.rsc,0x0B22,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,18923.9,384,-5700.7,0x0022,FALSE,TRUE,
ah2playr,quest.rsc,0x0B22,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-5039.37,1152.01,-4922.31,0x0021,FALSE,TRUE,
ah3lavad,quest.rsc,0x0B22,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,GAD3_SWIM,NULL,3,23757.86,1919.99,16947.86,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0B22,337,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,4,8884.19,128,8368.93,0x0002,TRUE,TRUE,
ah4fogom,quest.rsc,0x0B22,492,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: The Fogometers,ENG_KEY,NULL,2,-5192.64,768.08,1904.35,0x0002,TRUE,TRUE,
as2exper,quest.rsc,0x0B6A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,N,NULL,1,2262.89,-384,-8680.18,0x0020,FALSE,FALSE,? OUT OF BOUNDS ?
as4dkeng,quest.rsc,0x0B6A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,19037.95,384,-5701.16,0x0022,FALSE,TRUE,
ah2playr,quest.rsc,0x0B6A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-5029.5,1152.01,-4802.43,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0B6A,338,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,4,7233.25,-128,10721.68,0x0002,TRUE,TRUE,
ah3lavad,quest.rsc,0x0B6A,422,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Lavaducts,N,NULL,3,27097.63,2176,20003.31,0x0002,TRUE,TRUE,
ah4fogom,quest.rsc,0x0B6A,493,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: The Fogometers,ENG_KEY,NULL,2,-6046.08,768.01,1886.41,0x0002,TRUE,TRUE,
as2exper,quest.rsc,0x0BB2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,N,NULL,1,-1266.61,128,-4934.7,0x0021,FALSE,FALSE,? OUT OF BOUNDS ?
as4dkeng,quest.rsc,0x0BB2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block - Prison,ENG_KEY,NULL,5,19451.66,384,-6610.71,0x0022,FALSE,TRUE,
ah1cagew,quest.rsc,0x0BB2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,7235.92,-128,11502.83,0x0020,FALSE,TRUE,
ah2playr,quest.rsc,0x0BB2,356,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Playrooms,ENG_KEY,NULL,3,-5288.83,0,-5581.13,0x0002,TRUE,TRUE,
ah3lavad,quest.rsc,0x0BB2,423,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Lavaducts,N,NULL,3,29512.11,2176,16139.66,0x0002,TRUE,TRUE,
ah4fogom,quest.rsc,0x0BB2,494,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: The Fogometers,ENG_KEY,NULL,2,-6899.82,768.03,3637.86,0x0002,TRUE,TRUE,
as2exper,quest.rsc,0x0BFA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Experimentation Rooms,N,NULL,1,-1362.76,128,-4890.13,0x0020,FALSE,FALSE,? OUT OF BOUNDS ?
as3schis,quest.rsc,0x0BFA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,6,3054.61,2815.99,12309.22,0x0020,FALSE,TRUE,
ah1cagew,quest.rsc,0x0BFA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,10024.35,512,11609.93,0x0020,FALSE,TRUE,
ah4fogom,quest.rsc,0x0BFA,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-6985.81,-271.41,4808.35,0x0021,FALSE,TRUE,
asylum,quest.rsc,0x0BFA,226,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Gateways,N,NULL,6,10199.23,-672.56,11976.15,0x0002,TRUE,TRUE,
ah2playr,quest.rsc,0x0BFA,357,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Playrooms,ENG_KEY,NULL,3,-5382.81,0,-5551.22,0x0002,TRUE,TRUE,
ah3lavad,quest.rsc,0x0BFA,448,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Lavaducts,N,NULL,3,29483.92,2176,17589.77,0x0002,TRUE,TRUE,
as3schis,quest.rsc,0x0C42,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,6,3057.59,2815.99,13448.46,0x0000,FALSE,TRUE,
as4dkeng,quest.rsc,0x0C42,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block,PISTONS,NULL,6,9484.1,768,-1557.33,0x0021,FALSE,TRUE,
ah1cagew,quest.rsc,0x0C42,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cageways,N,NULL,4,9954.21,512,11679.74,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0C42,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-6115.83,-128,-3330.4,0x0020,FALSE,TRUE,
ah3lavad,quest.rsc,0x0C42,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,29387.54,2176,17547.72,0x0021,FALSE,TRUE,
ah4fogom,quest.rsc,0x0C42,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,N,NULL,2,-6721.65,-256.69,4819.94,0x0021,FALSE,TRUE,
asylum,quest.rsc,0x0C42,227,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Gateways,N,NULL,6,10004.05,-664.8,11004.63,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x0C8A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,6,8370.49,-514.91,14082.02,0x0020,FALSE,TRUE,
as3schis,quest.rsc,0x0C8A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,6,5362.63,2815.99,13854.56,0x0020,FALSE,TRUE,
as4dkeng,quest.rsc,0x0C8A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block,PISTONS,NULL,6,9849.66,768,-1561.59,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0C8A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-6114.47,-128,-4097.81,0x0020,FALSE,TRUE,
ah3lavad,quest.rsc,0x0C8A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,29432.84,2176,16226.06,0x0022,FALSE,TRUE,
ah1cagew,quest.rsc,0x0C8A,339,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,N,NULL,4,9626.34,-128,11502.83,0x0002,TRUE,TRUE,
ah4fogom,quest.rsc,0x0C8A,499,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: The Fogometers,ENG_KEY,NULL,3,-7274.5,1280.02,3203.4,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x0CD2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,8,5080.16,0.12,17025.63,0x0020,FALSE,TRUE,
as3schis,quest.rsc,0x0CD2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Cathedral of Pain,N,NULL,6,5363.47,2815.99,11895.69,0x0021,FALSE,TRUE,
as4dkeng,quest.rsc,0x0CD2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block,PISTONS,NULL,6,9745.8,768,-1412.65,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0CD2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY,NULL,3,-7024.8,1408.02,-4685,0x0021,FALSE,TRUE,
ah3lavad,quest.rsc,0x0CD2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,24917.98,2176,16193.89,0x0021,FALSE,FALSE,? INVIS ?
ah4fogom,quest.rsc,0x0CD2,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: The Fogometers,ENG_KEY,NULL,3,-7352.95,768.02,2352.24,0x0020,FALSE,TRUE,
ah1cagew,quest.rsc,0x0CD2,340,cadeaux,RSC_X_BARREL_A,Cadeaux – Barrel,Asylum: Cageways,GAD2_WALK,NULL,5,4988.88,512,11934.78,0x0002,TRUE,TRUE,
asylum,quest.rsc,0x0D1A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Gateways,N,NULL,8,5142.49,0.09,16921.56,0x0020,FALSE,TRUE,
as4dkeng,quest.rsc,0x0D1A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Engine Block,PISTONS,NULL,6,9805.44,768,-1274.32,0x0021,FALSE,TRUE,
ah2playr,quest.rsc,0x0D1A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Playrooms,ENG_KEY & POIGNE,NULL,4,-1497.33,1024.01,-3888.19,0x0021,FALSE,TRUE,
ah3lavad,quest.rsc,0x0D1A,0,barrel,RSC_X_BARREL_A,Barrel – Asylum,Asylum: Lavaducts,N,NULL,3,24860.37,2176,16311.35,0x0021,FALSE,FALSE,? INVIS ?
